詞	頻次	碼（各式，短→長）
淡化	1492	wvyyc wvyvyyc
他甚至	1492	ylhelgf ylhevlgf yplhevlgf
傷亡	1492	yyjil yybsjil
民意	1491	clxivw clxivbw
坦誠	1491	fbiioq fbiiorcq
難說	1491	hfiol hoiyfiovol
英文版	1491	hukixkrx
轉貼	1491	ibadvo ibtbadvto
讓客戶	1491	iokquoqr ioiokquxoqr
贊助商	1491	jfvuejivo jfjlvuecjivuvo
看來是	1491	jityyby jijdityybfy
搞不定	1491	kiojqquy kiouojqqufy
小羅	1491	mmgf mmgmyf
相符	1491	tdiaaa tdiaaya
才明白	1491	tjbdjb
真的很好	1491	tuvjajkli tuevjajkli tuevjbajyekljpi
來談談	1491	tyyioyioy tyyiovyyiovyy
沒有多少	1491	wxxdaamj wsxxdaamj
深大	1491	wutiy wuvtiy
焦慮的	1491	yimrowja yifmrotwja yifmrotwjba
星球大戰	1490	bjfekqiyooq bjfekqiyoobtq
基因組	1490	hefokgme hevfokgmue
轉成	1490	ibarq ibtbarq ibtbarcxq
六個月	1490	ijqyod ijqyotod
可疑	1490	iojcyy iojcykpy
放量	1490	isxbbf
看不	1490	jijq jijdijq
利用好	1490	jtnuhli jtnuhljpi
拉高	1490	kivioo kiviouo
據此	1490	krktlc krjktlc
桃子	1490	tjkpi tjilkpi
在影片	1490	xfbiejtj xfbiomejtj
伸直	1490	ybjtui ybjtuei
那就要	1489	cpiqij cijpiomxqihlj
即位	1489	egpyiv
基本信息	1489	heftjiyiojdw hevftjriyiojdw
就業情況	1489	iqnvrmfdwol iqnvvhrmfdwojl iomxqnvvhrmfdwojl
計算題	1489	iotaahbfv iotaadhbfyjv
上一	1489	jiii
行事	1489	jjioj jjioej jyijioej
很酷	1489	jkiho jkihijo jyekihijo
裝機	1489	kfktgq kfijktggjq
攝影機	1489	knebietgq knenebiometggjq
小日本	1489	mbtji mbtjri
叮囑	1489	ojorg ojorkmg
展示自己	1489	rhkimjdiz
皮特	1489	rxjha rxjhfa
出示	1489	uwim
梁朝偉	1489	wpttbdydh wpvttbtdydoh
日至	1488	bgf
顯然不是	1488	bgvdmjqby bggmvdmjqby bggmvdkqmjqbfy
駕車	1488	cjmibt cjosmibt
航行	1488	junjj juiinjj juiinjyij
所寫	1488	rrtqum rrtquffm
店內	1488	rtouy
支隊	1488	txpvk txpvjk
運動會	1488	ubzjbjab ubtzjbfcjab ubtzjbfcjavb
儘管如此	1488	yeiaabljotlc yetmiaaqubljotlc
選修課	1488	zzznxeiot zzhvznxeiobt
課外	1487	iotaq iobtaq
訴說	1487	iofiol iorfiol iorfiovol
抗戰	1487	kinooq kinoobtq
極大地	1487	tsiiyfpl tsoxiiyfpl
格格不入	1487	txotxojqjq
公證	1487	vgiov vgioajv
無可奈何	1487	ymmiojkimyoj
毒素	1486	foifgm
飄飄	1486	ihgihg ihemgihemg
談起	1486	ioyfz iovyyfz iovyyftyz
一開始是	1486	ipphljoby ipphljgoby ipphljgobfy
我心中	1486	jkqjlqq jkqjlqqq jkxqjlqqq
省心	1486	mjijlq mjdijlqq
也即	1486	plegp
仍然在	1486	ypdmxf ypdkqmxf
己方	1486	zis
散光	1485	hdxwjl
六合彩	1485	ijqaowte
先秦	1485	jfleyt jfjleyjt
不理我	1485	jqebfjkq jqebfjkxq
科研人員	1485	jttjohyodv jtitjohyodv
提速	1485	kbytoz kbfytoz
拓寬	1485	kjoquq kjoquhdq
小王子	1485	mepi
穿梭	1485	qujtgx quvfjtgvx
運送	1485	ubzviz ubtzviyz
前不久	1485	vdnjqjjr
沒什麼用	1485	wxytrguh wsxytrttguh
有機物	1485	xdtgqjhj xdtggjqjhsj
倒不是	1485	ygnjqby ygfnjqby ygfnjqbfy
供求	1485	yhvikq
登月	1484	ajvd ajqovd
走神	1484	ftyqmj ftyqmbj
一晚	1484	ibsl ibsojl
攻防	1484	ixpis
迫害	1484	jbzquo jbzqueo
生產能力	1484	jhiixfgccj jhiixrjfgccj jhiixrjfgdcccj
生產經營	1484	jhiixfgmivyo jhiixrjfgmllivyvyo
啊什麼	1484	opjytrg opojytrg opojytrttg
厚實	1484	rbiqv rbpiqv rbpiquotv
公知	1484	vgyko
在衆多	1484	xfjmkaa xfjmyjkaa
切開	1483	fppph
走的是	1483	ftyjaby ftyjbabfy
起草	1483	fzhbt ftyzhbt
到場	1483	gnfbj gnfbsj gfnfbsj
一星期	1483	ibjfhed ibjfhevd
方位	1483	isyiv
不要看	1483	jqijji jqihljjijdi
挨打	1483	kgkkj kgxkkj
捱打	1483	krfkj krffkj
哪來	1483	optyy ocijptyy
隔絕	1483	potgml pouvtgmpdl
劇烈的	1483	rjnjamja rjknjanmja rjknjanmjba
反正是	1483	rxflby rxflbfy
前綴	1483	vdngmx vdngmxxx
輝煌的	1483	wjtvyeja wjlutvyjbeja wjlutvyjbejba
雙人	1483	yixy yifyxy
無望	1483	ymmile ymmilde
何等	1483	yojaaa yojaafa
坐等	1483	yyfaaa yyfaafa
那兩個	1482	cpmyyyo cijpmyyyoto
載入中	1482	fbqjqq fbtxqjqq
太低了	1482	iaycqp iaycxqp
誇獎	1482	ioskdq iokiskdakq
很爛	1482	jkvyv jkvyppv jyekvyppv
稍後	1482	jtdjx jtwdjx jtwdjygx
閃現	1482	ppyedl ppyedjl
視作	1482	qmlyki qmdjlyki
美債	1482	vekyfv vekyfdv
默認的	1482	vfqiowja vfmkqiopqwja vfmkqiopqwjba
溜達	1482	wgtfvz wgpotfvfz
必要條件	1482	wjijnxtyjh wjihljnxtyjh
沒法比	1482	wxwfgcc wsxwfgcc
個人經歷	1482	yoygmirjl yoygmllirjtjl yotoygmllirjtjl
時時	1481	baba bfabfa
其他公司	1481	hevylvgco hevyplvgco
三巨頭	1481	iiicciov iiicciovjv
歌頌	1481	ioyvgv ioojyvgjdv
不經意間	1481	jqgmiivwppb jqgmlliivbwppb
提高效率	1481	kbyiooivxigt kbfyiouoivxxigikt
察覺	1481	qumfxl qudzmfxl qudzmfxxfl
厭倦	1481	rbqyvz rbdkqyviyz
弧度	1481	srqrhx srgqrhx
柴油	1481	tltwuf tlctwuf
有理有據	1481	xdebfxdkrk xdebfxdkrjk
划船	1481	xqnjuo xqnjuino
都這樣	1480	fpiztk fjbpioztveqk
教學質量	1480	fjxfirtvbbf fjpxfirtrtvbbf fjpxfxxfirtrtvbbf
毒藥	1480	foihjt foihjbgt
大明	1480	iybd
習慣於	1480	jibmovisq jijibmotdvisaq
指環王	1480	kcbemke kcbemioke
開源項目	1480	pphwrmijvdi pphwrjbmijdvdi
公爵	1480	vgwma vgwmega
卻不知道	1480	vypjqykovz vyopjqykovz vyopjqykovjdz
沖泡	1480	wqwsz
沒有像	1480	wxxdysk wxxdysojk wsxxdysojk
人不	1480	yjq
多到	1479	aagn aagfn
理論基礎	1479	ebfiohhefjoy ebfioauhhevfjotty
政協委員	1479	flxtcjjtjodv flxtcjcjjtljodv
報關	1479	fvxpph fvfpxppggh
紅豆	1479	gmiiov
太複雜	1479	iaqkxiyf iaqkybxiyytf
這樣會	1479	iztkab ioztveqkavb
親身	1479	ivljnj ivtdljnej
不要求	1479	jqijikq jqihljikq
四代	1479	miyxq
預想	1479	ppvtdw ppjdvtdw
機械的	1479	tgqthqja tggjqthxqja tggjqthxqjba
必修課	1479	wjnxeiot wjnxeiobt
發展空間	1478	axrhkquippb axrhkquvippb ajqsxrhkquvippb
民事	1478	clxioj clxioej
醫療機構	1478	cyirkmtgqthf cyknirkvbmtggjqthuf
臉紅	1478	daygmi daooygmi
政務	1478	flxppj flxppjxj
歡呼	1478	hoyojt hooyyojvt
惠州	1478	ibwnnn ibgwnnn
配音演員	1478	ihzivbwqvodv ihizivbwquuvodv
非專業	1478	jeeibanvr jeeibganvvhr
先驅	1478	jflsho jfjlshmco
我回答	1478	jkqooaao jkqooaaao jkxqooaaao
從沒	1478	jywx jyyyywsx
招待	1478	kpojya kpojyfa
真誠的	1478	tuvioqja tueviorcqja tueviorcqjba
用語	1478	uhioo uhiodo
同志們	1478	uofwypp
銀幕	1478	yfkhbm yfvekhbkm
紙上	1477	gmxjii gmcxjii
育兒	1477	igdfel igdfejl
刻苦	1477	ignhto igynhto
證券市場	1477	iovvipqmfbj ioajvviypqmfbsj
誰知	1477	iofyko ioyifyko
可以確定	1477	iojlqyjofquy iojlqyjouyfqufy
高盛	1477	ioorci iouorcxqi
這大概	1477	iziytel iziytegxl ioziytegxl
非線性	1477	jeegmkmjf jeegmjbkmjf
兩步	1477	myytlm
略帶	1477	otoxhm otxoxhlum
忍心	1477	pjwjlq pjwjlqq
廣告費	1477	rhvjfosnv rhufvjfosndv
檢討	1477	tayioa taooyioa
真不	1477	tuvjq tuevjq
刪減	1477	unnwrq unnwroxq
同質化	1477	uortvyc uortrtvyc
漫步	1477	wbxtlm wbmxtlm
清涼	1477	wfdwim wfdwiom
人啊	1477	yopj yopoj
賺錢了	1476	dvvyfqp dvvevyfvxqp
觀光	1476	holwjl hooylwjl
一記	1476	iioz
談的	1476	ioyja iovyyja iovyyjba
行長	1476	jjfik jyijfik
後門	1476	jxpp jygxpp
打我	1476	kjjkq kjjkxq
也不難	1476	pljqhf pljqhoiyf
相關資料	1476	tdipphisvvtt tdippgghisydvvtit
此文	1476	tlcix
伊布	1476	yejxm
第三代	1475	aajiiiyxq aasjiiiyxq
表層	1475	fjkrvb fjkrvvb
正手	1475	fljij
萬達	1475	hbgfvz hbugfvfz
莎士比亞	1475	hwjijiccihi hwmjijiccihi
就更加	1475	iqibxcjo iomxqibxcjo
租用	1475	jteuh jtueuh
科班出身	1475	jtteneuwjnj jtiteneuwjnej
委婉	1475	jtjljz jtljljquz
對嗎	1475	naom nvveaoshm
中子	1475	qpi
在他們的	1475	xfylyppja xfyplyppjba
袋子	1475	yxkpi yxqikpi
外層	1474	aqrvb aqrvvb
明智	1474	bdykb bdykob
巴塞羅那	1474	dlqufmgfcp dlquhvfmgmyfcp dlquhvfmgmyfcijp
可以增加	1474	iojlqyfvbcjo iojlqyfvvbcjo
帝國主義	1474	ivmoqqeveq ivumoqqevejkq ivumooxqqevejkq
自爆	1474	jdivyk jdivybhk
牛牛	1474	jhjh
上衣	1474	jiiijk
研究方法	1474	johquziswfg johquvjziswfg
不輸	1474	jqibn jqibtan
千篇一律	1474	jtaahijyh jtaaruhijyeh
征戰	1474	jylooq jyfloobtq
怎麼啦	1474	kiwrgokv kiwrgokiv kiwrttgokiv
院系	1474	pqljgm pqujljgm
陶喆	1474	pswfoo psywfofo
中衛	1474	qjyj qjydoj
家暴	1474	qkbhk qkbhvk qujkbhvk
博友	1474	tdaxx tdqaxx
半島	1474	vhjsw vhjsew
曾說	1474	vvbiol vvbiovol
清香	1474	wfdjtb
淹沒	1474	wklwx wkblwx wkblwsx
個大	1474	yoiy yotoiy
催眠	1474	ywfdcx ywyifdclx
管理制度	1473	aabebfjinrhx aaqubebfjimnrhx
創造價值	1473	arnjfzyhvyti aronjfozyhdvytuei
比拼	1473	cckvh
起薪	1473	fzhit fzhivtt ftyzhivtt
二流	1473	iiwil iiwignl
可能還是	1473	iojgcmzby iojgdccmiojzbfy
規範化	1473	iylaazyc iydjlaabtzyc
礦泉水	1473	jovjbkk jorhvjbkk
搶占	1473	kaoto karoto
搶佔	1473	kaoyto karoyto
她又	1473	llx ljplx
霸王	1473	mide miihde
聽我	1473	newjkq neetwjkq neetwjkxq
國情	1473	oqmfd ooxqmfd
公安部	1473	vgqujivp vgquljivop
貧富差距	1473	vpvqutveiotc vpdvquootvejiotlcc
鍋爐	1473	yfovyi yfvoovyroi
仲裁	1473	yqfiq yqfijkq
冒出來	1472	bdiuwtyy
珍藏	1472	eyehrq eyehrckq
北海	1472	fcwyi fcwyoi
報考人數	1472	fvxfjsybqx fvfpxfjsybqljx
報送	1472	fvxviz fvfpxviyz
系統化	1472	jgmgmlyc jgmgmiglyc
摘錄	1472	kioyfk kivuoyfvgk
恍然大悟	1472	mwldmiymdo mwjldmiymdo mwjldkqmiymdo
構築	1472	thfaat thufaaiat
橫空出世	1472	thvquiuwhl thufvquviuwhl
沒有能力	1472	wxxdgccj wsxxdgdcccj
濃厚的	1472	wukrbija wuhrkrbpija wuhrkrbpijba
無憂	1472	ymmjdx ymmjduwx
每張	1472	yoisfk yoisfik
選址	1472	zzzftl zzhvzftl
籠罩	1471	aaemft aaivemfbt
時會	1471	baab bfaavb
勝在	1471	dvjxf dviyjxf
達成了	1471	fvzrqp fvfzrqp fvfzrcxqp
放電	1471	isxmil isxmiibl
一想到	1471	itdwgn itdwgfn
親屬	1471	ivlrkg ivtdlrkmsg
重的	1471	jbfja jbfjba
稅款	1471	jtlfiy jtvolfimsy
接軌	1471	kijibz kivljibtjz
女足	1471	ljoty
守住	1471	quayqe
寫詩	1471	qumioa quffmiofa
機械錶	1471	tgqthqyfk tggjqthxqyfvfk
鑄造	1471	yfajfz yfvfajfoz
供水	1471	yhvk
雙雙	1471	yixyix yifyxyifyx
纔開始	1470	gmqpphljo gmsoqpphljgo
龍頭企業	1470	iveiovytlnvr ivdseiovjvytlnvvhr
不定期	1470	jqquyhed jqqufyhevd
投影機	1470	knxbietgq knxbiometggjq
抽到	1470	kufgn kufgfn
口臭	1470	ojdq ojdkq
市政	1470	qmflx
皺紋	1470	swxgmx swswxgmix
粉的	1470	vtpja vtvpja vtvpjba
較小的	1469	ibxmja ibtixmja ibtixmjba
覈准	1469	ihxiyf ihjbxiyif
三項	1469	iiiijv iiiijdv
項目組	1469	ijvdigme ijdvdigmue
哥大	1469	iojiy iotojiy
高漲	1469	ioowsk iouowsfik
被困	1469	qkxotq qkrxotjq
瓜分	1469	rgqvp
感染者	1469	rwwjtfjb rwwjztfjb roxqwwjztfjb
費力	1469	snvcj sndvcj
曾有	1469	vvbxd
又比如	1469	xccljo
無從	1469	ymmjy ymmjyyyy
星光	1468	bjfwjl
腦海	1468	dlxwyi dlllxwyoi
趙本山	1468	ftdtjiw ftywdtjriw
起始	1468	fzljo fzljgo ftyzljgo
驚奇	1468	hsmkoj hsoxmkoj
花哨	1468	hycowd
一班	1468	iene
看起來是	1468	jifztyyby jijdiftyztyybfy
科學發展	1468	jttfiaxrhk jtitfiaxrhk jtitfxxfiajqsxrhk
打在	1468	kjxf
聽不到	1468	newjqgn neetwjqgn neetwjqgfn
中發現	1468	qaxedl qaxedjl qajqsxedjl
尼爾	1468	rcvmx rcvmxxx
急了	1468	sewp
解碼	1468	suhjom suhphjoshm
爵士樂	1468	wmaijijbt wmegaijijbggt
沒有錢	1468	wxxdyfq wxxdyfvxq wsxxdyfvxq
深沉	1468	wutwun wuvtwun
第二屆	1467	aajiirfu aasjiirfu
絲襪	1467	gmmqkq gmgmqkhmq
斯基	1467	hethef hevrthevf
茅臺酒	1467	hpjfofwhi hppjfougfwhi
花心	1467	hycjlq hycjlqq
充斥	1467	iglrtq igjlrtq
亞瑟	1467	ihieej ihieewj
再根據	1467	iuftekkrk iuftekkrjk
女婿	1467	ljljd ljljfyd
隔壁的	1467	potrofja pouvtroivfja pouvtroivfjba
院子	1467	pqlpi pqujlpi
活動中	1467	wjojbjq wjtojbfcjq
有力的	1467	xdcjja xdcjjba
在這場	1467	xfizfbj xfizfbsj xfiozfbsj
人與人	1467	yfsvy yfsfvy
無意識	1467	ymmivwioq ymmivbwioivq
人流	1467	ywil ywignl
第二章	1466	aajiiivt aasjiiivbt
正式版	1466	fliiqkrx
共用	1466	hvuh
系列產品	1466	jgmjanixfooo jgmjanixrjfooo
生抽	1466	jhikuf
秋風	1466	jtynjg jtvynjog
朝陽區	1466	tbdpbjcoo tbtdpbsjcooo
肯定能	1466	tldquygc tldqufygc tldqufygdcc
崇高	1466	wqmioo wquimiouo
沒有出現	1466	wxxduwedl wxxduwedjl wsxxduwedjl
有理	1466	xdebf
第三年	1465	aajiiiycj aasjiiiycj
都叫	1465	fpon fjbpon
組裏	1465	gmeik gmueik gmueibfjk
一丁點	1465	iijvo iijvfmto
一定要在	1465	iquyijxf iqufyijxf iqufyihljxf
次會議	1465	isyabioq isyabioveq isyavbioveq
上訴	1465	jiiiof jiiiorf
積攢	1465	jtvkjv jtfdvkjfjv
私服	1465	jtgdpx
風速	1465	njgtoz njogtoz
社區團購	1465	qmfcooobadvf qmfcoooobgadvhuf
實際使用	1465	qvpdmyoxuh qvpdzimyoxuh quotvpdzimyoxuh
爬起來	1465	rrlfztyy rrdlfztyy rrdlftyztyy
黑豹	1465	vfmdja vfmdjja
光電	1465	wjlmil wjlmiibl
人臉	1465	yday ydaooy
算一個	1464	aahiyo aadhiyo aadhiyoto
合成器	1464	aorqooo aorqookqo aorcxqookqo
數據線	1464	bqxkrkgmk bqljxkrjkgmjbk
加價	1464	cjoyhv cjoyhdv
見我	1464	djljkq djljkxq
走開	1464	ftypph
維持在	1464	gmfkfaxf gmyifkfaxf
就再也	1464	iqiufpl iomxqiufpl
不容	1464	jqquo jqquvyo
移交	1464	jtaivx jtaaivx
怎能	1464	kiwgc kiwgdcc
奶牛	1464	ljpjh
真皮	1464	tuvrx tuevrx
着想	1464	veitdw vejditdw
半月	1464	vhd
洗禮	1464	wjlqmv wjfjlqmuhv
洗完	1464	wjlqul wjfjlquijl
長焦	1463	fikyim fikyifm
轉運	1463	ibaubz ibtbaubtz
惡性	1463	ihwmjf
贏球	1463	ilaekq ilodaekq
替你	1463	iybym iyiybym iyiybysm
大力支持	1463	iycjtxkfa
看得懂	1463	jijyamhf jijyamhjbf jijdijybamhjbf
失真	1463	jiytuv jiytuev
如果對方	1463	ljobtnais ljobtnvveais
對那些	1463	nacptli nacptlci nvveacijptlci
色澤	1463	sdlwmf sdlwmevf
標誌着	1463	thmiowvei themiofwvejdi
出讓	1463	uwiok uwioiok
聲優	1462	freyjx frnxeyjdux
與他們	1462	fsvylypp fsfvylypp fsfvyplypp
更厲害	1462	ibxrhgquo ibxrhbugqueo
充電寶	1462	iglmilquv igjlmiiblqueyv
離我	1462	ixfjkq ixuufjkq ixuufjkxq
非常棒	1462	jeewumteh jeewuomteyh
手機廠商	1462	jijtgqrwxivo jijtggjqrwuoxivuvo
很強大	1462	jksggiy jksgogiy jyeksgogiy
不理想	1462	jqebftdw
投身	1462	knxjnj knxjnej
披着	1462	krxvei krxvejdi
妹紙	1462	ljrgmx ljhjrgmcx
足壇	1462	otyfii otyfiooi
也用	1462	pluh
降噪	1462	pxhoot pxhoooot
實際應用	1462	qvpdmrywuh qvpdzimrywuh quotvpdzimryyiwuh
棋手	1462	thvjij thevjij
當她	1462	wutll wuootll wuootljpl
銀魂	1462	yfkigg yfvekigjbg
長期以來	1461	fikhedlqytyy fikhevdlqytyy
結實	1461	gmoqv gmfoqv gmfoquotv
生平	1461	jhiivt
我爸爸	1461	jkqvxlvxl jkqvxdlvxdl jkxqvxdlvxdl
我做了	1461	jkqyxp jkxqytoxp
面容	1461	joiquo joniquvyo
不要臉	1461	jqijday jqijdaooy jqihljdaooy
航天器	1461	junixrooo juiinixrookqo
哪款	1461	opfiy opfimsy ocijpfimsy
回報率	1461	oofvxigt oofvfpxigikt
陽曆	1461	pbjrjb pbsjrjtjb
陽歷	1461	pbjrjl pbsjrjtjl
着呢	1461	veioc vejdioc vejdiorc
沒有達到	1461	wxxdfvzgn wxxdfvfzgn wsxxdfvfzgfn
在這次	1461	xfizisy xfiozisy
傳說中	1461	ybaiolq ybgaiolq ybgaiovolq
責令	1460	fdvap
地下室	1460	fplfquf fplfqugf
趕來	1460	ftftyy ftybftyy
更清晰	1460	ibxwfdbtt ibxwfdbtrt
一種方法	1460	ijtfiswfg ijtjbfiswfg
逐年	1460	jkzycj
片頭	1460	jtjiov jtjiovjv
接聽	1460	kijnew kivljneetw
患病	1460	oowruy
只能去	1460	ovgcfg ovgdccfg
理科生	1459	ebfjttjhi ebfjtitjhi
更專業	1459	ibxibanvr ibxibganvvhr
生活水平	1459	jhiwjokivt jhiwjtokivt
我們希望	1459	jkqyppxxmile jkqyppxxmilde jkxqyppxxmilde
拼圖	1459	kvhooo kvhooioo
品控	1459	oookqi oookquvi
成型	1459	rqihf rqihnf rcxqihnf
痛恨	1459	rphmek rpuhmek
胡說八道	1459	todiolvvz todiovolvvjdz
送出	1459	vizuw viyzuw
耀眼	1459	wjfdek wjljfdek
靜靜的	1458	fdjfdjja fdwejfdwejja fdwejfdwejjba
赫赫	1458	fnvfnv fnvfvfnvfv
紅了	1458	gmip
上不去	1458	jiijqfg
身體上	1458	jnjouvjii jnejouduvjii
釋義	1458	jvfveq jvtmfvejkq
突襲	1458	quqivk quvkqivdsk
整機	1458	toltgq toxfltggjq
勞動保障	1458	vyjjbjyotpit vyvyjjbfcjyotpivbt
榮幸	1458	vytfvf vyvytfvf
在這一	1458	xfizi xfiozi
幾塊	1457	gqfjg gqfjotg ggjqqfjotg
給你看	1457	gmoymji gmaoymji gmaoysmjijdi
紅外	1457	gmiaq
一如	1457	iljo
帝都	1457	ivmfp ivumfp ivumfjbp
非主流	1457	jeeqewil jeeqewignl
上街	1457	jiijyj jiijyffj
逃走	1457	jizfty jilkzfty
提供服務	1457	kbyyhvdpxppj kbfyyhvdpxppjxj
奔騰	1457	kthdvm kthdviym
奔波	1457	kthwrx
電氣工程	1457	milaqtijijte miiblaqvtijijtoe
只有自己	1457	ovxdjdiz
壓着	1457	rbfvei rbdkfvejdi
厚的	1457	rbija rbpija rbpijba
劇場	1457	rjnfbj rjknfbsj
火候	1457	vynk vyncyk
淺顯	1457	wxqbgv wxqxqbggmv
但是可以	1457	ybibyiojlqy ybibfyiojlqy
他爸	1457	ylvxl ylvxdl yplvxdl
印證	1456	epiov epioajv
不難理解	1456	jqhfebfsuh jqhfebfsuhph jqhoiyfebfsuhph
擺爛	1456	kmcvyv kmgdcvyppv
同是	1456	uoby uobfy
能買	1455	gcmdv gdccmdv
一般有	1455	ijuxxd ijuinxxd
新能源車	1455	ivtgcwrmibt ivtrtgcwrjbmibt ivtrtgdccwrjbmibt
自來水	1455	jdityyk
單說	1455	ootiol oobtiol oobtiovol
瘦身	1455	rfxjnj rfftxjnej
皮鞋	1455	rxhof rxhotff
驅動程序	1455	shojbjjterpp shmcojbfcjjtoerpp
橫跨	1455	thvots thufvotlks
人民網	1455	yclxgml yclxgmuvl
貪污	1454	ajvwis ajdvwis
最強大	1454	bnxsggiy bnexsgogiy
彙集	1454	gutyit gubtyift
蓋子	1454	hfipi hfgmipi
一口一口	1454	ioio
敲門磚	1454	ioxppjoa iouoxppjobga
旅遊業	1454	iskisznvr isykisypznvvhr
排量	1454	keebbf
挺高的	1454	kjziooja kjfziouoja kjfziouojba
小傢伙	1454	myqkyvy myqujkyvy
原住民	1454	rjmyqeclx rjbmyqeclx
道士	1454	vziji vjdziji
山莊	1454	whkf
光澤	1454	wjlwmf wjlwmevf
湖南衛視	1454	wtdtufjyjqml wtodtuvfjydojqmdjl
每次都是	1454	yoiisyfpby yoiisyfjbpbfy
勝出	1453	dvjuw dviyjuw
珠江	1453	ejtwi
北京時間	1453	fciombappb fciombfappb
切斷	1453	fpggt fpggggt
級的	1453	gmxja gmjxja gmjxjba
刑事	1453	ihnioj ihnioej
一貫的	1453	iotvja iotdvja iotdvjba
不及格	1453	jqjxtxo
抓獲	1453	krqxjx krqxjhyx
技術性	1453	ktxjyjmjf ktxjytqjmjf
情結	1453	mfdgmo mfdgmfo
南無	1453	tufymm tuvfymm
低速	1453	ycqtoz ycxqtoz
給點	1452	gmovo gmaovo gmaovfmto
未婚	1452	hjrljb hjrljcxb
敬業	1452	hsxnvr hsoxnvvhr
脊椎	1452	ikdtyf ikydtyif
高學歷	1452	ioofirjl iouofirjtjl iouofxxfirjtjl
很可愛	1452	jkiojwux jkiojwuwx jyekiojwuwx
我們倆	1452	jkqyppymy jkqyppymyy jkxqyppymyy
扮演的	1452	kvpwqvja kvpwquuvja kvpwquuvjba
尖銳	1452	mkyfl mkyfvvl
單體	1452	ootouv oobtouduv
預備	1452	ppvyhh ppjdvyhjuh
成因	1452	rqok rcxqok
弘揚	1452	sgkbj sgkbsj
精算師	1452	vtdaahjbm vtfdaadhjbm
測試用例	1452	wdnioquhyjn wdvnioiquhyjan
在銀行	1452	xfyfkjj xfyfvekjj xfyfvekjyij
念念不忘	1451	ajwajwjqilw
政客	1451	flxquo flxquxo
放不下	1451	isxjqf
私自	1451	jtgjdi
後纔	1451	jxgmq jxgmsoq jygxgmsoq
兄弟姐妹	1451	ojlvsjljeljr ojlvsjljueljhjr
叫法	1451	onwfg
跟帖	1451	otkmto otlekmto
陣陣	1451	pbtpbt
客串	1451	quooq quxooq
刷屏	1451	rmnrvh
支撐的	1451	txkwjja txkwuojja txkwuojjba
漢奸	1451	whyljf whoiyljf
泡妞	1451	wszlji wszljhi
有目共睹	1451	xddihvdtb xddihvdtxb
有人看	1451	xdyji xdyjijdi
數不勝數	1450	bqxjqdvjbqx bqljxjqdviyjbqljx
老馬	1450	fjcshm
到此	1450	gntlc gfntlc
留戀	1450	gptiow gpotiogmw
蒐尋	1450	hjgeia hjotgeioa
議題	1450	ioqbfv ioveqbfyjv
搜尋	1450	kfxeia kfftxeioa
攢錢	1450	kjvyfq kjfjvyfvxq
別忘	1450	osnilw
中專	1450	qiba qibga
樓房	1450	tbjris tbqljris
着眼	1450	veidek vejdidek
點擊查看	1450	voibjtbiji voibwnjtbiji vfmtoibwnjtbijijdi
點滴	1450	vowio vowivuo vfmtowivuo
消遣	1450	wwdqbz
像我這種	1450	yskjkqizjtf ysojkjkqizjtjbf ysojkjkxqiozjtjbf
懸崖	1449	dlwwrf dlmjwwrff
散髮	1449	hdxfiq hdxfigeq
牽頭	1449	ighiov igujhiovjv
高高	1449	iooioo iouoiouo
自治	1449	jdiwgo
我還要	1449	jkqmzij jkxqmiojzihlj
面試者	1449	joiioqfjb joniioiqfjb
還是自己	1449	mzbyjdiz miojzbfyjdiz
省了	1449	mjip mjdip
也快	1449	plmcy
中臺	1449	qfof qfougf
中台	1449	qgo
中颱	1449	qnjo qnjogo
涉足	1449	wtmoty wtlmoty
右下角	1449	xofsuh
停不下來	1449	yijjqftyy yioujjqftyy
戴維斯	1448	foqgmfhet fothqgmyifhevrt
一文	1448	iix
六點	1448	ijqvo ijqvfmto
方向是	1448	isjuoby isjuobfy
新冠疫情	1448	ivtuiarnxmfd ivtrtuijlarnxmfd
大山	1448	iyw
不想做	1448	jqtdwyx jqtdwytox
巡邏	1448	llzmgz lllzmgmyz
問號	1448	ppoosn ppoosrn
病竈	1448	ruyque ruyquvfe
並最終	1448	vnvbnxgmi vnvbnexgmxi
建構	1447	ehzthf ehzthuf
與傳統	1447	fsvybagml fsfvybgagmigl
趁早	1447	ftebt ftyyebt
到這	1447	gniz gfnioz
菠菜	1447	hwxhwt hwrxhwt
訂貨	1447	iojycv iojycdv
耍流氓	1447	jmjwililx jmljwignlilclx
所以會	1447	rrtlqyab rrtlqyavb
馬超	1447	shmfto shmftypo
粉筆	1447	vtpaah vtvpaaeh
猶太	1447	xjiia xjvhiia
雙層	1447	yixrvb yifyxrvvb
您有	1447	yswxd ysmwxd
篩選出	1446	aamzzzuw aajbmzzhvzuw
則有	1446	dvnxd
坦言	1446	fbiio
蘊含	1446	hgiajo hgmoiajo
要將	1446	ijka ihljkda
事情發生	1446	iojmfdaxjhi ioejmfdaxjhi ioejmfdajqsxjhi
可以跟	1446	iojlqyotk iojlqyotlek
福田	1446	qmtot qmiotot
迷糊	1446	vtzvtd vtzvttod
侵蝕	1446	yexaeg yeuxaegog
發言權	1445	axiothf axiothoof ajqsxiothoof
越來越低	1445	ftqtyyftqycq ftycqtyyftycqycxq
牽着	1445	ighvei igujhvejdi
就足夠	1445	iqotyaao iqotyaaso iomxqotyaaso
